"","accel_changes","closest_def_loc","closest_defender","closest_defender_angle","closest_defender_dist","closest_teammate","closest_teammate_angle","closest_teammate_dist","closest_teammate_loc","court_zone","game_clock","game_date","made","new_x","new_y","num_close_def","num_close_team","num_poss","other_shot","quarter","shooter","shooter_avg_vel","shooter_dist_to_ball","shooter_dist_traveled","shooter_team","shooter_vel_at_shot","shot_clock","shot_val","x_loc","y_loc"
"1",91,"right","Robert Covington",2.26652198142862,3.8975725087803,"Derrick Williams",2.20776435464131,17.4432027363928,"right",2,21454,"2015-12-18",FALSE,8.64075,30.32547,1,0,3,0,2,"Carmelo Anthony",9.62424816084967,1.46823653370293,96.2424816084968,1,3.92566176746071,16.42,2,85.35925,19.67453
"2",84,"right","Jahlil Okafor",0.0359461790786278,11.9846111182633,"Jose Calderon",1.68477244537615,15.5339497853733,"right",3,6553,"2015-12-18",FALSE,24.70962,27.26861,0,0,5,1,2,"Robin Lopez",8.97185332093665,1.47438667034804,89.7185332093664,1,1.76025347961617,21.99,3,69.29038,22.73139
"3",62,"right","Tony Wroten",0.501973604447137,5.74187594819846,"Kristaps Porzingis",1.45480458503935,9.79570432961816,"right",2,6437,"2015-12-18",TRUE,6.72436999999999,27.84979,0,0,5,1,2,"Carmelo Anthony",3.29051563186774,3.20233755005621,32.9051563186774,1,1.99615575857686,20.92,2,87.27563,22.15021
"4",81,"left","Jose Calderon",0.697602175284916,2.64220316775603,"Nerlens Noel",0.366062511411468,9.22047254599242,"left",3,3724,"2015-12-18",FALSE,28.92135,23.22126,1,0,3,1,2,"Isaiah Canaan",5.55333940910939,1.44169492906786,55.5333940910938,0,7.23312118400491,10.45,3,28.92135,23.22126
"5",86,"right","Robin Lopez",0.131576582421445,7.0401814779805,"Nerlens Noel",0.482362885365617,9.48889414273338,"right",3,59779,"2015-12-18",TRUE,23.9314,27.67806,0,0,3,0,3,"Jahlil Okafor",5.42269989480141,1.14168676352138,54.2269989480141,0,3.91438796301558,11.59,3,70.0686,22.32194
"6",107,"left","Jahlil Okafor",0.390894459265783,2.8462789587284,"Arron Afflalo",2.08896567651253,14.500529578043,"left",2,53432,"2015-12-18",TRUE,18.60387,14.36567,1,0,3,0,3,"Robin Lopez",7.31290703337165,0.680267126649523,73.1290703337165,1,1.56000338541295,9.16,2,18.60387,14.36567
"7",79,"right","Arron Afflalo",2.91200532442888,1.42148067355838,"Kendall Marshall",1.6454190099918,2.80228993369709,"right",3,48961,"2015-12-18",FALSE,31.07865,31.93805,1,1,2,1,3,"Jahlil Okafor",7.00712091412741,4.47386885352041,70.0712091412742,0,1.67980449011184,15.72,3,62.92135,18.06195
"8",130,"left","Jerami Grant",0.491555439493052,3.85737689963011,"Robin Lopez",0.191904962444058,14.8186359725347,"left",2,36782,"2015-12-18",FALSE,18.44917,24.82544,1,0,2,0,3,"Carmelo Anthony",3.93824565963491,1.75293258002126,39.3824565963491,1,4.42873410948316,4.73,2,18.44917,24.82544
"9",117,"right","Derrick Williams",0.354073491020252,7.28138537110212,"Nerlens Noel",0.180478213392729,20.1605551742034,"right",3,65087,"2015-12-18",FALSE,24.60886,34.13933,0,0,4,0,4,"Hollis Thompson",8.56616858077036,2.26393136196751,85.6616858077036,0,12.1560789987975,10.87,3,69.39114,15.86067
"10",54,"right","Kyle O'Quinn",0.630862229398506,2.75928311387215,"TJ McConnell",1.84809831391839,13.4398180168111,"right",2,37150,"2015-12-18",TRUE,9.76934,16.83774,1,0,5,0,4,"Jahlil Okafor",4.5556495369008,1.18421320580375,45.556495369008,0,2.19875675098453,13.7,2,84.23066,33.16226
"11",64,"right","Lou Amundson",0.275467287978452,9.97654657758885,"TJ McConnell",0.0155779859681853,11.5990237600283,"right",3,23052,"2015-12-18",FALSE,6.95586,2.17802,0,0,2,1,4,"Jerami Grant",9.58506299161573,1.58565918280063,95.8506299161571,0,2.91022355240978,17.66,3,87.04414,47.82198
"12",88,"left","Jerian Grant",2.04357593064405,4.11256194780091,"Hollis Thompson",1.44056398549696,5.64945391021999,"left",3,3753,"2015-12-18",TRUE,23.7134,28.20848,1,0,4,1,4,"TJ McConnell",9.31216477009456,5.52332472116207,93.1216477009456,0,17.3191752726566,8.23,3,23.7134,28.20848
"13",96,"right","Amir Johnson",0.362323775081431,3.23705811409063,"Kyle Korver",2.95094332283829,16.5895833608503,"right",2,57351,"2015-12-18",FALSE,14.29381,31.28327,1,0,2,0,3,"Jeff Teague",6.00046940990837,0.538532557604461,60.0046940990837,1,2.4002551947661,1.37,2,79.70619,18.71673
"14",134,"left","Chris Bosh",1.54797334579571,1.75915752228162,"Bismack Biyombo",1.51257179479287,17.9896320941425,"left",2,65454,"2015-12-18",TRUE,11.29425,32.92646,1,0,4,0,1,"Luis Scola",4.18168710812032,2.39668799805064,41.8168710812032,1,1.85072872471901,8.85,2,11.29425,32.92646
"15",82,"right","Luis Scola",0.306183493192279,9.21051480713755,"Luol Deng",1.75033405244754,10.7354077598292,"right",3,63954,"2015-12-18",TRUE,4.0911,48.07831,0,0,2,0,1,"Chris Bosh",11.2046420020332,1.68151590875615,112.046420020332,0,1.45018130332036,12.95,3,89.9089,1.92169
"16",104,"right","James Johnson",0.942138061930455,2.00784324667043,"Hassan Whiteside",0.635065902335579,14.1755651867889,"right",2,29052,"2015-12-18",FALSE,8.20928000000001,37.64191,1,0,6,1,1,"Dwyane Wade",7.98371207885796,2.14005086243294,79.8371207885796,0,12.4577085423047,11.88,2,85.79072,12.35809
"17",74,"right","Terrence Ross",0.407203451004283,5.9815181323557,"Hassan Whiteside",1.13748181722142,17.6341162922813,"right",2,26354,"2015-12-18",TRUE,5.21802,44.25816,0,0,4,0,1,"Dwyane Wade",8.2629972619449,0.471326175381763,82.629972619449,0,3.86029747072687,17.87,2,88.78198,5.74184
"18",90,"left","Luis Scola",1.64914167836375,38.8486830202428,"Hassan Whiteside",1.52591535151523,8.36830526805159,"left",1,32940,"2015-12-18",TRUE,-0.11605,29.50965,0,0,2,0,2,"Dwyane Wade",10.6818833143557,1.5939363630961,106.818833143557,0,4.99846384527286,22.94,2,-0.11605,29.50965
"19",95,"left","James Johnson",0.0298045867158735,2.05980427781379,"Luol Deng",0.691465487886443,16.1676939527225,"left",2,50151,"2015-12-18",FALSE,20.04046,15.81831,1,0,6,0,3,"Chris Bosh",4.43073298989822,4.90920843828208,44.3073298989822,0,0.527995087571825,9.78,2,20.04046,15.81831
"20",75,"right","Beno Udrih",0.421901028830607,3.66202166870979,"Luis Scola",1.02302009304409,2.56116594802056,"right",3,64854,"2015-12-18",FALSE,26.54523,32.34626,1,1,10,1,4,"Cory Joseph",4.68586962248049,1.67430889339452,46.8586962248049,0,14.8318387472694,1.36,3,67.45477,17.65374
"21",78,"right","Reggie Jackson",0.137129294913895,9.62721824435803,"Taj Gibson",0.305517262778614,25.6488678839847,"right",3,67550,"2015-12-18",FALSE,33.74514,5.85736,0,0,6,1,1,"Derrick Rose",10.3667164887122,2.74366405182923,103.667164887122,0,16.3330900704674,20.4,3,60.25486,44.14264
"22",74,"right","Reggie Jackson",1.99604009691687,3.63522125689758,"Taj Gibson",1.77507297541801,10.8193941149863,"right",2,64051,"2015-12-18",FALSE,9.61321,38.50204,1,0,2,1,1,"Derrick Rose",4.7799635678028,1.38187579792828,47.799635678028,0,13.8964332204347,9.61,2,84.38679,11.49796
"23",81,"left","Tony Snell",1.57357481309575,1.27511387365992,"Marcus Morris",2.15327691759886,24.5938547025817,"left",2,63251,"2015-12-18",TRUE,2.51154,35.27617,1,0,4,1,1,"Kentavious Caldwell-Pope",9.59464995511292,1.72598125380897,95.9464995511292,1,12.743015599241,17.8,2,2.51154,35.27617
"24",128,"left","Pau Gasol",0.11225768617515,1.55761704869971,"Marcus Morris",1.01039551565404,15.1492576985805,"left",2,54753,"2015-12-18",TRUE,9.8838,19.40987,1,0,3,0,1,"Andre Drummond",9.67031715540872,0.924726974301063,96.7031715540873,1,7.35362861535043,16.13,2,9.8838,19.40987
"25",60,"left","Derrick Rose",0.0598125535530563,5.71208696842056,"Marcus Morris",2.41271872699263,11.6805587174672,"left",3,45854,"2015-12-18",FALSE,23.7527,28.02439,0,0,4,1,1,"Reggie Jackson",8.50894162642629,0.0522759916213849,85.089416264263,1,5.23556938761198,20.91,3,23.7527,28.02439
"26",139,"left","Doug McDermott",1.10866298028277,7.38972919120857,"Steve Blake",2.20788429100646,12.8030444794978,"left",3,35754,"2015-12-18",FALSE,24.14868,20.23185,0,0,4,0,1,"Kentavious Caldwell-Pope",9.31280619178018,0.231798752585081,93.1280619178018,1,3.58716222277444,10.96,3,24.14868,20.23185
"27",125,"left","Doug McDermott",2.3083034688984,2.64053330115339,"Andre Drummond",1.43919003305135,3.98987331609664,"left",3,22953,"2015-12-18",FALSE,17.70141,7.73182,1,1,3,1,1,"Kentavious Caldwell-Pope",6.91976758293937,1.61638660613728,69.1976758293938,1,10.1362076642352,5.81,3,17.70141,7.73182
"28",106,"left","Nikola Mirotic",0.362378923534045,4.49874591166249,"Reggie Jackson",1.43441703971797,25.3039720646246,"left",2,55865,"2015-12-18",FALSE,9.98914,44.84365,1,0,2,0,2,"Marcus Morris",3.88070577981536,1.07458137751405,38.8070577981536,0,0.442835324923479,8.34,2,9.98914,44.84365
"29",120,"right","Anthony Tolliver",0.68414328401409,1.79516413801079,"Joakim Noah",0.864597957521288,8.95575589002961,"right",2,53954,"2015-12-18",FALSE,9.81264,29.37692,1,0,4,1,2,"Taj Gibson",7.64756270117147,1.62355409952979,76.4756270117146,1,3.75575722225244,11.76,2,84.18736,20.62308
"30",106,"right","Joel Anthony",2.34023491294591,0.0618269140423482,"Taj Gibson",1.48753078398065,7.97478210514243,"right",2,53854,"2015-12-18",FALSE,6.54586,23.68188,1,0,3,1,2,"Joakim Noah",6.36685869158272,5.27952696990933,63.6685869158272,1,1.46692358781861,10.8,2,87.45414,26.31812
"31",97,"left","Aaron Brooks",1.32079234220539,2.90763356193658,"Joel Anthony",0.542053740520797,12.9083089507263,"left",2,50152,"2015-12-18",TRUE,6.3352,14.76684,1,0,1,0,2,"Reggie Jackson",6.44661247831544,1.30167385907531,64.4661247831544,0,7.53947826444243,6.39,2,6.3352,14.76684
"32",68,"left","Kirk Hinrich",0.0190581718430753,10.5251395582577,"Anthony Tolliver",0.80260003729391,18.4773533735381,"left",2,39352,"2015-12-18",FALSE,10.09967,43.69402,0,0,5,1,2,"Kentavious Caldwell-Pope",4.85772647433613,1.11316772905075,48.5772647433613,1,4.88206926543446,23.33,2,10.09967,43.69402
"33",57,"right","Andre Drummond",0.00663138434292841,18.2885434688386,"Taj Gibson",0.224440421691664,20.6764467215912,"right",2,31654,"2015-12-18",TRUE,23.67846,23.8534,0,0,4,0,2,"Pau Gasol",7.63649623652084,1.48185751629501,76.3649623652084,0,1.81761218704647,15.04,2,70.32154,26.1466
"34",92,"right","Ersan Ilyasova",2.91670311297711,2.05157010236062,"Taj Gibson",1.9502255569901,11.5538658148777,"right",2,28789,"2015-12-18",FALSE,3.36211999999999,17.05712,2,0,2,1,2,"Derrick Rose",10.9366133529841,0.910515974269534,109.366133529841,0,10.841589510999,16.21,2,90.63788,32.94288
"35",86,"left","Pau Gasol",0.673599604021714,3.30982609218369,"Reggie Jackson",1.08399319602781,19.773161376788,"left",2,18586,"2015-12-18",FALSE,7.34811,37.43001,1,0,4,1,2,"Andre Drummond",4.09258406304182,1.96099565170349,40.9258406304182,1,6.91891161961204,6.76,2,7.34811,37.43001
"36",79,"right","Jimmy Butler",2.02474262841611,4.14663055988835,"Reggie Jackson",2.02201868850065,10.5846083063333,"right",3,67950,"2015-12-18",FALSE,25.87725,31.26951,1,0,3,0,3,"Ersan Ilyasova",4.70947250248342,2.49039347471438,47.0947250248343,1,11.5253564424272,9.22,3,68.12275,18.73049
"37",88,"right","Tony Snell",1.57269306328884,1.85022530833409,"Andre Drummond",0.508294740325644,9.56008775057007,"right",2,63651,"2015-12-18",TRUE,11.12527,32.66651,1,0,3,0,3,"Kentavious Caldwell-Pope",5.59414889073709,0.760054684414221,55.9414889073709,1,11.9864691032223,3.28,2,82.87473,17.33349
"38",35,"left","Kentavious Caldwell-Pope",0.943359931064605,2.05987898401824,"Pau Gasol",1.42306945125994,8.9955893556787,"left",3,62451,"2015-12-18",FALSE,20.99961,7.28405,1,0,3,1,3,"Jimmy Butler",7.11681627652113,3.07019426616623,71.1681627652113,0,12.6884567865835,16.39,3,20.99961,7.28405
"39",84,"right","Derrick Rose",0.390863192193453,3.11800393907705,"Ersan Ilyasova",0.743265431554337,12.3737915898927,"right",2,61751,"2015-12-18",TRUE,16.90164,26.02214,1,0,4,1,3,"Reggie Jackson",10.0483458987967,1.201425897049,100.483458987967,1,13.9741994157983,19.48,2,77.09836,23.97786
"40",108,"left","Kentavious Caldwell-Pope",0.237778235072234,2.88270573525984,"Tony Snell",0.454571352792017,22.1729587877892,"left",2,45556,"2015-12-18",FALSE,7.08343,8.87091,1,0,2,1,3,"Jimmy Butler",5.1553718387698,1.00897965613782,51.553718387698,0,2.18002167420418,6.33,2,7.08343,8.87091
"41",85,"left","Ersan Ilyasova",0.643978189142122,3.70580209618647,"Taj Gibson",0.312594450812107,25.9034800260139,"left",2,40053,"2015-12-18",FALSE,8.03595,3.96132,1,0,3,1,3,"Jimmy Butler",5.39525927973887,6.24975774382496,53.9525927973887,0,2.98716441629848,13.43,2,8.03595,3.96132
"42",98,"left","Taj Gibson",2.11760038948315,14.3994944158085,"Marcus Morris",2.96618457164837,15.0796375643249,"left",3,39625,"2015-12-18",FALSE,25.21917,37.48951,0,0,4,1,3,"Reggie Jackson",10.5779395083294,2.65866120357596,105.779395083294,1,17.4199219160851,21.07,3,25.21917,37.48951
"43",108,"left","Reggie Jackson",0.371918139889788,2.36148435067861,"Tony Snell",1.49148954984654,20.0959953840684,"left",2,29205,"2015-12-18",FALSE,11.69954,14.50753,1,0,2,0,3,"Jimmy Butler",5.23019340612986,2.41340605555717,52.3019340612985,0,2.77904851073165,7.76,2,11.69954,14.50753
"44",99,"left","Steve Blake",0.298785749347482,4.87685730840056,"Joakim Noah",0.555485704408685,8.75030613826168,"left",3,46253,"2015-12-18",TRUE,23.96398,24.66838,1,0,1,0,4,"Aaron Brooks",7.75086954584385,0.292074207180298,77.5086954584385,1,3.6799402593656,12.64,3,23.96398,24.66838
"45",96,"left","Stanley Johnson",0.37131673390912,2.73607668386688,"Pau Gasol",0.215220144856434,5.5471444457847,"left",3,23652,"2015-12-18",FALSE,24.05665,11.92876,1,0,3,0,4,"Tony Snell",4.53940339856606,3.77765800406813,45.3940339856606,0,1.8962405569969,12.32,3,24.05665,11.92876
"46",106,"right","Reggie Jackson",2.87646954456732,2.08648041855178,"Taj Gibson",0.108444153813988,4.47154095732109,"right",2,18319,"2015-12-18",TRUE,11.26984,27.36926,1,1,3,1,4,"Derrick Rose",8.9498735228246,2.79812845961366,89.4987352282459,0,5.03938567684586,9.02,2,82.73016,22.63074
"47",123,"left","Ricky Rubio",0.482145712545465,7.88365644130311,"DeMarcus Cousins",0.732692573410147,3.73661360711809,"left",3,45084,"2015-12-18",TRUE,32.51364,43.04609,0,1,4,1,1,"Rajon Rondo",10.1795216049914,1.81155737198688,101.795216049914,0,15.0121425727642,20.84,3,32.51364,43.04609
"48",82,"left","Rudy Gay",2.5669099648837,27.0349743811697,"Ricky Rubio",1.74807399080052,1.68750870057016,"left",2,37084,"2015-12-18",FALSE,10.52732,22.10476,0,1,4,0,1,"Karl-Anthony Towns",7.78539994760449,3.3504874222268,77.853999476045,1,10.5372920531083,22.84,2,10.52732,22.10476
"49",81,"left","Karl-Anthony Towns",2.69287432382073,0.743839681987993,"Rajon Rondo",2.76302593313825,19.3708010201437,"left",2,26352,"2015-12-18",TRUE,7.97882,14.67144,1,0,2,0,1,"DeMarcus Cousins",7.0914932264765,5.4207785958292,70.914932264765,0,1.91193547223752,12.88,2,7.97882,14.67144
"50",113,"right","Rudy Gay",1.028070286832,4.88274487767897,"Gorgui Dieng",0.788854409316211,4.39798036514491,"right",2,24652,"2015-12-18",FALSE,20.79059,14.8982,1,1,2,1,1,"Andrew Wiggins",9.23124549992014,1.8265943055862,92.3124549992012,1,7.91942697185221,12.88,2,73.20941,35.1018
"51",64,"left","Ricky Rubio",1.48458096108113,4.121622030718,"DeMarcus Cousins",0.874241270273718,9.84553625380559,"left",2,20452,"2015-12-18",FALSE,19.08317,21.71657,1,0,1,0,1,"Rajon Rondo",6.24806294909883,0.810540782749399,62.4806294909883,0,18.8098239824299,13.52,2,19.08317,21.71657
"52",70,"right","Marco Belinelli",0.38724791150853,11.7346655808847,"Kevin Martin",1.46748270011171,18.1527541431927,"right",3,69352,"2015-12-18",TRUE,6.93093,2.39501,0,0,2,0,2,"Shabazz Muhammad",5.89312454399441,1.48175690330769,58.9312454399441,0,1.37380024930859,10.36,3,87.06907,47.60499
"53",136,"left","Nemanja Bjelica",1.35353274468673,1.17381696912253,"Kosta Koufos",0.485461401739893,18.2601373756853,"left",2,64552,"2015-12-18",FALSE,5.37451,17.10265,1,0,4,1,2,"Omri Casspi",7.63371090947374,1.52742139414767,76.3371090947374,1,7.63457520101804,10.36,2,5.37451,17.10265
"54",67,"left","Nemanja Bjelica",0.0884977742719378,5.51764721896933,"Kosta Koufos",1.3770987981228,6.6767890253025,"left",2,62552,"2015-12-18",TRUE,14.90971,34.86482,0,0,2,1,2,"Darren Collison",8.17674124544098,1.30296777074493,81.7674124544098,1,1.63295074175559,17.36,2,14.90971,34.86482
"55",75,"left","Marco Belinelli",2.88067612084303,10.3261874772251,"Andre Miller",1.7985333111956,11.6345936653155,"left",3,41552,"2015-12-18",TRUE,30.03125,13.8864,0,0,6,1,2,"Zach LaVine",6.03955392786981,2.18078144274019,60.3955392786981,1,19.4905515731341,22.52,3,30.03125,13.8864
"56",87,"left","Karl-Anthony Towns",1.92583860086813,0.8591387791271,"Rajon Rondo",2.46742028207383,21.2394041344408,"left",2,31052,"2015-12-18",FALSE,7.47151,26.62264,1,0,3,0,2,"DeMarcus Cousins",7.112311448282,1.64396023753618,71.12311448282,0,4.37563098306964,11.52,2,7.47151,26.62264
"57",141,"right","Ben McLemore",2.85890743236771,2.18500169359202,"Gorgui Dieng",1.81964353923886,1.78716131686538,"right",2,15652,"2015-12-18",FALSE,7.36963,24.71691,2,1,2,1,2,"Andrew Wiggins",7.11527896038461,1.63970701169447,71.1527896038461,1,1.12302028588101,24,2,86.63037,25.28309
"58",148,"right","Ben McLemore",2.17715750634417,4.3198141543937,"Gorgui Dieng",2.80920254620173,2.05435938659724,"right",2,15552,"2015-12-18",TRUE,6.59156999999998,22.78583,2,1,3,1,2,"Andrew Wiggins",6.52370786904432,2.34835250345852,65.2370786904431,1,5.1183099017155,24,2,87.40843,27.21417
"59",93,"right","Karl-Anthony Towns",0.0485956085321389,1.82712936424874,"Ben McLemore",2.68620032095666,16.1112281953456,"right",2,66652,"2015-12-18",TRUE,14.92272,29.80007,2,0,2,0,3,"DeMarcus Cousins",8.52347590910792,0.361453706302757,85.2347590910792,0,13.011479955217,14.52,2,79.07728,20.19993
"60",64,"right","Andrew Wiggins",1.2370534508955,2.9530183793705,"Rajon Rondo",1.50210302526965,8.80739515691217,"right",2,64052,"2015-12-18",FALSE,6.43096,38.05827,2,0,2,1,3,"DeMarcus Cousins",5.03130777203096,2.32781542227901,50.3130777203096,0,8.85536003291226,10.52,2,87.56904,11.94173
"61",115,"left","DeMarcus Cousins",0.653798643043023,2.99229945842658,"Tayshaun Prince",0.736840869452594,16.9255396828727,"left",2,48552,"2015-12-18",TRUE,11.61188,36.06086,1,0,4,1,3,"Karl-Anthony Towns",3.58672881207827,1.64813691072678,35.8672881207827,1,1.51377799313508,4.52,2,11.61188,36.06086
"62",43,"left","Karl-Anthony Towns",2.18256342008864,2.99013170654739,"Rudy Gay",1.34215615313097,10.7985371231709,"left",2,48484,"2015-12-18",FALSE,11.12698,33.25403,1,0,4,1,3,"DeMarcus Cousins",7.18484815997993,4.15523841551841,71.8484815997992,0,0.244591112880299,3.84,2,11.12698,33.25403
"63",42,"left","DeMarcus Cousins",0.44152779401416,10.3099955141843,"Adreian Payne",0.728646536886266,13.0162415996362,"left",2,21652,"2015-12-18",TRUE,4.73204,44.45124,0,0,2,1,3,"Gorgui Dieng",5.92405034598565,2.08138310008034,59.2405034598565,1,1.45554972433067,9.52,2,4.73204,44.45124
"64",137,"right","Gorgui Dieng",0.409729209151998,5.50396361821189,"Kosta Koufos",0.213897176458607,7.10339341172232,"right",3,68324,"2015-12-18",FALSE,32.71603,32.35416,0,0,3,1,4,"Rudy Gay",6.34661077504005,1.61389130343403,63.4661077504005,0,6.7168312143821,5.84,3,61.28397,17.64584
"65",63,"left","Marco Belinelli",0.157373874116719,14.7015156260469,"Shabazz Muhammad",0.177088243347421,23.1531651802362,"left",3,67052,"2015-12-18",FALSE,23.69118,6.42413,0,0,4,1,4,"Zach LaVine",7.67101030152922,1.46685351637442,76.7101030152921,1,1.19316242083807,19.12,3,23.69118,6.42413
"66",54,"right","Gorgui Dieng",0.674891546779199,6.51523048799503,"Omri Casspi",2.39744739978306,18.620287713913,"right",2,64052,"2015-12-18",FALSE,4.14798,37.015,0,0,1,0,4,"Kosta Koufos",2.84980286047727,1.9962465212994,28.4980286047727,0,2.83039349075377,13.52,2,89.85202,12.985
"67",85,"right","Adreian Payne",0.206541530503432,7.07487437061604,"Marco Belinelli",0.614390709268275,6.86822091738465,"right",3,60052,"2015-12-18",FALSE,27.69704,34.70664,0,0,3,0,4,"Darren Collison",5.39225209476565,1.10877306591565,53.9225209476565,0,1.66119572898575,8.52,3,66.30296,15.29336
"68",99,"left","Marco Belinelli",1.39162218515639,4.14615034869697,"Gorgui Dieng",0.465764615586362,12.5784046655409,"left",2,49052,"2015-12-18",FALSE,19.14061,26.81138,1,0,2,0,4,"Karl-Anthony Towns",7.0193075173034,0.413430827225064,70.193075173034,0,1.58850647228769,10.52,2,19.14061,26.81138
"69",66,"left","Darren Collison",0.198114954306089,5.16688988396308,"Gorgui Dieng",0.745794439938521,15.899857415367,"left",3,45352,"2015-12-18",FALSE,23.43611,4.81981,0,0,5,0,4,"Zach LaVine",4.57705908169789,1.34729551921618,45.770590816979,0,3.33612898806387,9.52,3,23.43611,4.81981
"70",97,"right","Kevin Garnett",1.20588166537581,3.30905836397607,"DeMarcus Cousins",0.738799613871869,16.358699717936,"right",2,25952,"2015-12-18",TRUE,19.73345,27.29452,1,0,2,0,4,"Rudy Gay",9.78840688919092,1.60017769066438,97.884068891909,0,9.59855271642544,14.52,2,74.26655,22.70548
"71",67,"right","Kevin Garnett",2.04931460722156,2.5316995261089,"Rudy Gay",0.527064775292736,9.76560271447697,"front",2,18552,"2015-12-18",TRUE,6.45867,27.62849,2,0,2,1,4,"DeMarcus Cousins",4.86473269506488,1.90564273191484,48.6473269506489,0,6.90431090424676,10.52,2,87.54133,22.37151
"72",106,"left","Blake Griffin",0.408498461724378,4.88730883252737,"Tim Duncan",0.769028972956161,17.0900400642011,"left",2,68153,"2015-12-18",TRUE,7.81393,39.39425,1,0,2,0,1,"LaMarcus Aldridge",5.14691183964741,3.74849194035415,51.4691183964741,0,6.66028536363121,9.83,2,7.81393,39.39425
"73",77,"left","Blake Griffin",0.0500958958959399,5.423622957369,"Tony Parker",1.25592619153406,15.6693756382601,"left",3,60754,"2015-12-18",FALSE,25.7814,25.72861,0,0,2,0,1,"LaMarcus Aldridge",4.53469948343856,0.543587534257366,45.3469948343856,0,2.41967235643585,13.34,3,25.7814,25.72861
"74",123,"right","Kawhi Leonard",0.178710722736178,0.602534627469652,"DeAndre Jordan",1.12234646453759,7.66335518983689,"right",2,55103,"2015-12-18",TRUE,9.76696,28.35348,1,0,4,0,1,"Blake Griffin",4.00340361567115,2.35603673903866,40.0340361567115,1,5.26439002283253,4.43,2,84.23304,21.64652
"75",78,"left","Luc Mbah a Moute",2.4636144744823,1.64213860712182,"Tim Duncan",1.12813021541256,6.43493397160375,"left",2,48354,"2015-12-18",FALSE,11.72275,24.69368,2,0,3,1,1,"LaMarcus Aldridge",5.0141901573469,0.839504168542359,50.141901573469,0,6.65949747071802,10.24,2,11.72275,24.69368
"76",87,"left","Chris Paul",2.14365020170307,3.90558867128888,"Tim Duncan",2.58294574980079,12.9786229444036,"left",2,48154,"2015-12-18",TRUE,5.26158,22.0851,3,0,5,1,1,"LaMarcus Aldridge",3.44280167572602,2.5799871492897,34.4280167572602,0,1.12725024950096,24,2,5.26158,22.0851
"77",94,"right","LaMarcus Aldridge",0.57200800437712,3.33511868941721,"DeAndre Jordan",1.08405492463883,6.11226926247527,"right",2,35953,"2015-12-18",TRUE,12.43749,25.78725,1,0,2,0,1,"Blake Griffin",4.12839028004025,0.591912849750705,41.2839028004026,1,4.91942940034724,5.25,2,81.56251,24.21275
"78",45,"left","Tony Parker",3.13488900981507,24.9299221704401,"DeAndre Jordan",2.9871779119649,18.7165818985465,"left",3,30427,"2015-12-18",TRUE,33.57721,25.40258,0,0,2,0,1,"Chris Paul",5.56362666271308,1.23665086669601,55.6362666271308,1,5.21327413915684,20.43,3,33.57721,25.40258
"79",70,"left","DeAndre Jordan",0.0669195136056645,7.46969446577301,"Patty Mills",1.33335362968852,22.905870808701,"left",3,23051,"2015-12-18",TRUE,23.51108,13.50421,0,0,3,0,1,"LaMarcus Aldridge",6.61621853377359,0.555190198940867,66.1621853377359,0,1.11895054068537,14.62,3,23.51108,13.50421
"80",70,"left","Manu Ginobili",1.25641355530496,11.2122481512362,"JJ Redick",1.15401902437524,8.48469901941725,"left",2,22824,"2015-12-18",FALSE,3.97318,30.81656,0,0,3,1,1,"Blake Griffin",8.34220386773903,4.32993432282754,83.4220386773904,1,4.7835076107915,24,2,3.97318,30.81656
"81",74,"left","DeAndre Jordan",0.159852830147651,12.9076835744684,"Manu Ginobili",0.170340249059833,10.7323771628284,"left",3,21024,"2015-12-18",FALSE,33.56413,23.47468,0,0,4,1,1,"LaMarcus Aldridge",8.04996459131619,3.22001218631235,80.4996459131619,0,11.5454279370668,17.54,3,33.56413,23.47468
"82",81,"left","Paul Pierce",2.21459106223524,1.11262512954724,"Danny Green",3.13538306323739,12.2110018075381,"left",1,69353,"2015-12-18",FALSE,3.73098,23.90193,1,0,6,0,2,"Patty Mills",12.7309502657434,0.878298255093337,127.309502657434,0,11.3138949581919,20.8,2,3.73098,23.90193
"83",100,"left","Josh Smith",2.20753902215575,0.660796230770121,"Manu Ginobili",2.14276475162989,22.4521178436467,"left",2,60354,"2015-12-18",FALSE,7.03167,26.73133,1,0,6,0,2,"David West",13.7744995668524,1.28137027720327,137.744995668524,0,6.37587261184694,18.4,2,7.03167,26.73133
"84",94,"right","Jonathon Simmons",1.09918756636505,8.49684653483279,"Lance Stephenson",1.42898352243239,15.5144175250314,"right",2,43654,"2015-12-18",FALSE,17.87639,36.5233,0,0,6,1,2,"Blake Griffin",5.5367661674514,2.02013958629103,55.3676616745139,1,8.10096865350072,1.94,2,76.12361,13.4767
"85",102,"left","Blake Griffin",2.45959445540116,4.45046188418685,"Tim Duncan",0.580181318158878,15.9790354155218,"left",2,20854,"2015-12-18",FALSE,11.11683,40.14631,1,0,2,0,2,"LaMarcus Aldridge",8.92896442910489,2.53891765146095,89.289644291049,0,7.09995142589026,13.91,2,11.11683,40.14631
"86",74,"left","Kawhi Leonard",2.19941165330288,2.99383792113067,"Blake Griffin",1.21967111241181,8.76471416328564,"left",2,55352,"2015-12-18",FALSE,10.89845,20.99366,1,0,6,1,3,"Chris Paul",9.01713866016381,1.43864628123108,90.1713866016381,1,12.6153102840358,20.33,2,10.89845,20.99366
