"","made","closest_def_locleft","closest_def_locright","closest_teammate_locleft","closest_teammate_locright","court_zone","other_shot","quarter","shot_val","accel_changes","closest_defender_angle","closest_defender_dist","closest_teammate_angle","closest_teammate_dist","game_clock","num_close_def","num_close_team","num_poss","shooter_avg_vel","shooter_dist_to_ball","shooter_dist_traveled","shooter_team","shooter_vel_at_shot","shot_clock","x_loc","y_loc"
"4329","1","0","1","0","1","2","0","4","2",0.367237342188869,-1.02921937667033,-0.977038651413295,-0.667971642260275,-0.798874545388767,-0.358343504427487,1.75798910642883,-0.306274385338241,-0.413923215143938,-1.20283374026011,-0.497426379410669,-1.20283374026011,1.00123599090552,-0.315664112448747,-0.930543478123452,1.28818447241984,-0.163658046791737
"1986","2","1","0","1","0","2","0","4","2",1.17589201227347,1.38197166929718,0.084758138837299,1.14235220950686,0.526932247145996,-0.438440378126434,-0.966108858148045,-0.306274385338241,0.323086693345488,-1.65936498136534,-0.619375881917978,-1.65936498136534,1.00123599090552,0.657337662067158,-1.35723848173099,-1.23965709532583,0.325960189655903
"2266","2","1","0","1","0","2","0","3","2",0.955349829523122,1.37692340138602,-0.0353029764816842,1.92714440879892,-0.973212643914199,-1.38819851722333,-0.966108858148045,-0.306274385338241,0.323086693345488,0.118146891348166,-0.573943015749911,0.118146891348166,1.00123599090552,-0.25533141865523,-0.769686234699975,-1.26503639540617,-1.29124146159229
"3944","1","1","0","1","0","3","1","1","3",-1.83818448531458,-0.469942742267793,1.80302521430058,-1.11475824804406,0.917294459384382,-0.209127771654998,-0.966108858148045,-0.306274385338241,-1.15093312363336,-1.76075937986614,-0.372598510900502,-1.76075937986614,1.00123599090552,-0.95882443552547,-1.82795757301233,-0.565098948931481,0.827809970606373
"4678","2","0","1","0","1","1","1","1","2",1.0288638904399,0.375284588268007,-0.821968227121001,1.79006793665528,-1.6128291684378,-0.848730351917646,3.12003808871727,2.88160443119665,1.79710651032434,-0.231784087362765,-0.593200423345569,-0.231784087362769,1.00123599090552,-0.259105447884485,1.80572289421697,1.35201619656151,-0.0179802838665711
"1337","1","1","0","1","0","3","1","3","3",-1.58088527210584,-0.976773732329264,0.615603702673989,-0.267548411126458,-0.0476585557084702,-0.187917821068051,-0.966108858148045,-0.306274385338241,-0.413923215143938,-0.214724190119972,-0.408556113805316,-0.214724190119972,1.00123599090552,0.471203548434634,1.04715399891467,-0.211197000231103,-0.68286131028796
"4300","1","0","1","0","1","3","1","3","3",-0.110604053770212,-0.796506220819276,0.933377086209491,-1.26729547795149,0.61403412076483,-0.83631347129765,-0.966108858148045,-0.306274385338241,-0.413923215143938,0.544900481595047,-0.241144271491248,0.544900481595046,1.00123599090552,1.16029755509408,1.02514195507778,0.188578836631142,1.52466937375009
"1985","2","0","1","0","1","3","0","4","3",0.0364240680633517,-0.635593327116025,-0.0965134434508693,-0.359290716635099,-1.469093722602,1.27237128944329,-0.966108858148045,2.88160443119665,-0.413923215143938,1.93961033484656,-0.346546811647992,1.93961033484656,1.00123599090552,0.270746909447027,0.308903913307975,0.905346928193012,1.5129207427098
"2987","1","0","1","0","1","2","0","1","2",1.65373340823255,2.59633080961208,-0.0735579952920098,0.123905486026577,-0.62138959582055,-0.944548168890837,-0.966108858148045,-0.306274385338241,-0.413923215143938,1.28423907354446,-1.00893127764837,1.28423907354446,-0.998491374702377,1.0519120123553,0.471454390872753,1.10525202442439,0.327430996388029
"519","2","1","0","1","0","3","0","1","3",-0.735473571562856,-0.264912444703631,0.521872035995797,-0.70803534021039,-0.0828217069993882,0.0146425361706027,-0.966108858148045,-0.306274385338241,-1.15093312363336,-0.208631927982883,-0.176672098280315,-0.208631927982883,-0.998491374702377,0.408699137740672,-0.820483258938968,-0.718998624130499,-0.445990135148721
"947","1","0","0","1","0","1","0","3","2",0.661293585855996,-1.08449577729838,-1.24612919714251,-0.647582883039147,-0.696041807504782,-0.795492310117747,0.395940124140395,-0.306274385338241,1.06009660183492,1.98391965008148,2.8423158555869,1.98391965008148,1.00123599090552,0.61955077160783,1.27912707627274,-1.57753035681357,-0.0263909559469942
"5015","1","0","1","0","1","2","0","3","2",1.17589201227347,0.904114164241789,-1.17252440831526,-0.0303998900835296,-0.330349667215127,-0.065241172195812,0.395940124140395,-0.306274385338241,1.79710651032434,-1.21193878952457,0.37339769563977,-1.21193878952457,-0.998491374702377,-0.168342431732559,-0.608828991276497,1.23191457954647,0.349903022154471
"2355","1","0","1","0","1","3","1","2","3",0.0731810985217426,-0.260755059674012,0.0682174682205587,-0.377067597405978,-0.394436532056175,-0.529035644452588,-0.966108858148045,-0.306274385338241,0.323086693345488,-0.0240892899479899,-1.41155905975753,-0.0240892899479902,-0.998491374702377,-1.16990450012514,0.552729629655142,0.733514611121229,1.16989602248447
"4166","2","1","0","1","0","2","0","2","2",1.54346231685738,-0.705584177477744,-0.361042564397704,-1.18741616587892,-0.836615034419613,1.57597201430217,0.395940124140395,-0.306274385338241,-0.413923215143938,0.9301027861269,-1.13302050515385,0.930102786126896,1.00123599090552,-0.469606356536001,-1.3267602671876,-1.06058392645329,-0.463929224529539
"4583","2","1","0","1","0","2","0","1","2",-0.294389206062166,1.88199108348097,-1.1618406267494,2.17105703033343,0.818794802913251,1.17644688980383,0.395940124140395,-0.306274385338241,-0.413923215143938,0.193473493266277,0.112813363767947,0.193473493266281,-0.998491374702377,0.719023421071646,1.80572289421697,-1.35453011714086,0.525038506294511
"5317","1","0","1","0","1","3","1","3","3",-1.13980090660515,-0.618669631107403,0.164655714389221,-1.255637215531,0.0158022467489418,-0.831890290647608,-0.966108858148045,-0.306274385338241,0.323086693345488,-0.775410991685165,3.09860030877568,-0.775410991685161,1.00123599090552,-1.15486610059768,-0.00942410525638051,0.174688376554427,-0.287089539628905
"3817","1","0","1","0","1","2","1","2","2",0.992106859981513,1.41382055508841,-1.21308454522185,-0.0157932211236714,-1.21709828158003,-0.688856352518551,1.75798910642883,-0.306274385338241,0.323086693345488,-1.52235968819781,0.699309050655992,-1.52235968819781,-0.998491374702377,-0.0854670411699894,1.46030312939182,1.22722585806861,0.129185259901882
"2787","1","1","0","1","0","2","1","1","2",0.661293585855996,1.19670499308312,0.934119805712527,0.573065212414627,-1.24925691423605,-0.856084555890005,-0.966108858148045,-0.306274385338241,1.79710651032434,1.11292259274881,0.123145053384631,1.11292259274881,-0.998491374702377,0.909986063184407,1.67534386533689,-1.2743294217435,0.36060944276946
"1534","2","0","1","0","1","3","0","4","3",-0.882501693396419,-1.04534672974387,1.10820261341445,-1.46451746620605,0.355488720563366,-1.15989844608142,-0.966108858148045,-0.306274385338241,-1.88794303212279,-0.691522489219025,-0.487988829974451,-0.691522489219026,-0.998491374702377,-0.902390171254638,0.386792683807764,0.199800357343248,0.59248004476058
"1274","1","0","1","0","1","2","0","2","2",0.587779524939214,-0.755319288075592,-1.08745326084332,-0.625606413263348,-0.244798966335753,-0.209234354321264,0.395940124140395,-0.306274385338241,-1.15093312363336,0.464371556503399,0.161981414049103,0.464371556503399,1.00123599090552,-0.14589946884561,0.222548972101687,1.09812209213381,-0.409150372989798
"81","1","1","0","1","0","3","1","1","3",-0.257632175603775,-0.893152265362544,1.58173903035067,-1.27820079525667,-0.340362876298876,-1.04207130852429,-0.966108858148045,-0.306274385338241,0.323086693345488,0.479685526836001,0.847383155636009,0.479685526836001,-0.998491374702377,0.977423377490602,0.711893638937319,-0.432520686599378,-0.124951132405071
"4056","1","0","1","0","1","3","1","3","3",-0.110604053770212,-0.0223246857593626,-0.651893847416974,0.19082864503667,-0.0891802842074012,-0.25714326280786,1.75798910642883,-0.306274385338241,-0.413923215143938,-1.05682731144596,2.47148829526171,-1.05682731144595,1.00123599090552,-1.10521729208084,-1.91431251421862,0.596002884557228,-0.0895202214725353
"1390","2","0","1","0","1","2","0","3","2",0.0731810985217426,-0.65879176582718,-0.812967263506474,1.092832076198,1.27398768959577,0.222372152723161,0.395940124140395,-0.306274385338241,0.323086693345488,-0.91213159460665,-0.270738806830225,-0.91213159460665,-0.998491374702377,-1.25640900780659,-0.749367425004377,1.21880579118019,-1.3000612097517
"897","1","1","0","1","0","3","1","3","3",-0.956015754313201,-0.720817722479654,0.493548715037335,-0.689693960497112,-0.700164336194001,-0.608972644152136,-0.966108858148045,-0.306274385338241,1.79710651032434,1.73923929482258,0.132788814453383,1.73923929482258,1.00123599090552,1.07086460505223,0.300437742601476,-0.574645552320131,-0.853294116930762
"95","1","1","0","1","0","2","0","1","2",0.440751403105651,-0.262268000001273,-0.848959128768663,-0.283983587775933,0.752387861353633,1.30967522263641,0.395940124140395,-0.306274385338241,-1.15093312363336,-0.0257440887482748,-0.503499910483632,-0.0257440887482754,-0.998491374702377,-0.580324465309336,-0.01281057353898,-1.28848916428891,-0.635149629930225
"2703","2","1","0","1","0","3","1","2","3",0.220209220355306,-0.43774920996442,-0.798157899933234,1.23908529148628,0.523414949366615,0.893896241532495,0.395940124140395,-0.306274385338241,1.79710651032434,0.803901657233973,1.53479229999589,0.803901657233968,-0.998491374702377,-0.941558200002232,1.17076009122956,-0.849452401566879,-1.6467031130655
"572","2","1","0","1","0","3","1","4","3",-0.331146236520556,1.29210329104152,-0.447374829260576,0.402993603702356,-1.60653599983998,0.0666015859753087,0.395940124140395,2.88160443119665,-0.413923215143938,0.716294956232803,-0.602192325833684,0.716294956232803,-0.998491374702377,0.659717533606906,-0.0111173393976802,-0.708608508950509,1.6607024467134
"4455","2","1","0","1","0","3","0","1","3",0.293723281272087,-0.835708541596876,-1.0055549941147,-0.827724351463302,-1.70024588023495,-1.02443187725725,0.395940124140395,2.88160443119665,0.323086693345488,0.427885659106731,0.248715046940368,0.427885659106731,-0.998491374702377,1.30041203766309,0.256413654927683,-0.732782418247565,-1.57083647452452
"1969","1","0","1","0","1","3","0","1","3",-0.698716541104465,-1.08442239135648,0.328059487002093,-0.223173792416136,-0.622907133843038,0.515634358954235,-0.966108858148045,-0.306274385338241,0.323086693345488,0.805169100891718,-0.282231697984073,0.805169100891713,-0.998491374702377,-0.747799620928975,-1.62476947605636,0.589124566140798,-0.750971628733784
"5202","2","0","1","0","1","2","0","1","2",2.2418458955668,0.0357613359981339,-0.773023479027593,1.69297664191518,1.05702643670217,-0.793307365459293,0.395940124140395,-0.306274385338241,0.323086693345488,-1.30116702099696,0.410312018926821,-1.30116702099696,-0.998491374702377,-0.761145062824945,-1.50624308616537,1.1771582962723,-0.652924919138337
"1366","2","0","1","0","1","2","0","4","2",0.587779524939214,-0.544367529220225,-0.644428026490189,1.04591933900049,0.107031175487372,1.17383561448031,0.395940124140395,-0.306274385338241,-0.413923215143938,-1.38025235598053,-0.277049329413012,-1.38025235598054,-0.998491374702377,-0.756259198027664,0.760997429035012,1.19177251433289,-1.17350223693307
"2628","2","1","0","1","0","3","0","2","3",-0.91925872385481,-0.81371526468113,2.1032654490246,0.121041127009193,0.712350356202707,1.20842168968365,-0.966108858148045,-0.306274385338241,1.79710651032434,-0.699196688150032,-0.138583091942527,-0.699196688150032,1.00123599090552,-1.10462197337738,-0.356537104222832,-0.50898381985846,0.369702474118567
"1064","2","0","1","0","1","2","1","1","2",1.54346231685738,2.11177648302084,-0.515085308637043,1.2068352313202,-0.618916549167988,1.01124375709143,0.395940124140395,-0.306274385338241,-0.413923215143938,2.1211885190558,-0.771105723979563,2.1211885190558,-0.998491374702377,0.831972154206151,0.483307029861851,1.28059319349397,0.757186635003119
"3238","1","1","0","1","0","2","0","3","2",-0.184118114686993,-0.924793595538606,-0.781268137331906,-1.00597287292799,-0.0156137115414056,0.813959241832947,0.395940124140395,-0.306274385338241,-1.15093312363336,-1.54576687205277,-0.332055689455846,-1.54576687205277,-0.998491374702377,-0.2819368435599,-0.813710322373769,-1.0632113119011,0.496736722049721
"2551","2","1","0","1","0","2","0","2","2",-1.21331496752194,-0.607544291726114,-0.0993360970879298,-0.814389016332134,0.479662231068018,-1.8226294649238,-0.966108858148045,-0.306274385338241,-1.15093312363336,1.12962967800385,-1.18847423375786,1.12962967800386,1.00123599090552,0.237797559584206,1.80572289421697,-0.971629424048355,-0.273058739342976
"2594","1","0","1","0","1","3","0","2","3",0.734807646772777,-0.99757169784363,0.046005205754502,-0.801891794153328,-0.963128993764816,1.36829568908274,-0.966108858148045,-0.306274385338241,-0.413923215143938,0.407907468612568,1.4843461456997,0.407907468612572,1.00123599090552,-1.24491278662172,0.0769308359499074,1.0610236059284,-1.92420691550265
"2219","1","0","1","0","1","3","1","1","3",-1.21331496752194,-0.853290612469903,1.39938891661031,-1.44821007798399,0.87699393544429,-1.8476231001632,-0.966108858148045,-0.306274385338241,-1.15093312363336,0.0505683703974834,-0.571705808706894,0.0505683703974787,1.00123599090552,0.486325875960237,0.835499731252202,0.196805857764371,1.26077541364206
"2803","1","0","1","0","1","3","1","1","3",1.06562092089829,-0.681881767968575,0.332342716714987,-1.26399412274248,1.06376784530357,1.2296316402706,-0.966108858148045,-0.306274385338241,1.06009660183492,1.05655627153764,-0.519697163006237,1.05655627153764,1.00123599090552,-1.18515966583399,1.07763221345807,1.16111063168034,1.96737371306457
"177","1","0","1","0","1","3","1","2","3",-0.882501693396419,1.73246491946568,-0.768446607430825,2.38530195090725,-1.10625752576255,0.782410772618192,0.395940124140395,-0.306274385338241,-0.413923215143938,-1.92088330413979,2.16200797464787,-1.92088330413979,1.00123599090552,-0.788809518491273,-0.37008297735323,0.760584533942394,-1.25312694368516
"5594","1","1","0","1","0","3","0","2","3",1.0288638904399,-1.00838274463816,0.28581481059526,0.34959034917282,-0.778519169412529,1.59211928824148,-0.966108858148045,-0.306274385338241,0.323086693345488,-0.524211153788351,-1.23697837484505,-0.524211153788352,-0.998491374702377,-0.659934291751385,-1.09140072154693,-0.739646012835209,-1.13703590521969
"2600","2","1","0","1","0","2","0","2","2",1.65373340823255,0.215986617313426,-0.236479930842886,-1.47192188209102,-1.38523397934984,-1.17908332600931,0.395940124140395,2.88160443119665,0.323086693345488,0.363934512450341,2.77476719708458,0.363934512450336,1.00123599090552,0.550655713655159,1.80572289421697,-1.1400520295695,0.0797345818556729
"2201","1","0","1","0","1","2","1","4","2",0.220209220355306,1.14086567040662,-0.231436480056389,0.255184859950696,-0.892455121947538,1.00586133244499,1.75798910642883,-0.306274385338241,2.53411641881377,2.54923894771377,0.14096051255478,2.54923894771377,1.00123599090552,-0.231546836542315,0.862591477512998,1.32906305626891,0.432806278477367
"4620","1","1","0","1","0","3","1","1","3",0.256966250813697,-0.947452784498704,0.415232203380309,-1.43753049565414,-0.128384891325616,1.09107417412471,-0.966108858148045,-0.306274385338241,1.79710651032434,0.873068455718293,0.328032389254198,0.873068455718297,-0.998491374702377,-0.97651866857711,0.965878760132284,-0.757508961918388,-1.42945910266207
"4218","2","0","1","0","1","1","0","1","2",-0.661959510646074,0.921243972771576,-1.21951080186862,1.25925936558066,-0.643495042969658,-0.671430086584049,0.395940124140395,-0.306274385338241,0.323086693345488,0.886073043894156,0.359769126769942,0.886073043894161,1.00123599090552,0.683155740696338,-0.0466752563649751,1.39003868482229,0.0507521357533147
"5595","2","0","1","0","1","2","1","2","2",0.698050616314387,-0.272816612185442,-0.708713403448732,0.0785432096214015,-0.725205445809119,1.2881988153838,0.395940124140395,-0.306274385338241,-0.413923215143938,0.671420733544725,-0.381906135050897,0.671420733544725,1.00123599090552,2.00613621015522,1.01498255022998,1.24798678385307,0.296338668268322
"2479","1","0","1","0","1","2","1","2","2",0.330480311730478,-0.722362183286567,-0.749387018554778,-0.354136811391828,0.138243490318508,1.30418621532371,0.395940124140395,-0.306274385338241,0.323086693345488,-1.28074610770833,-0.477715517689263,-1.28074610770833,1.00123599090552,0.611182106090151,-0.737514786015279,1.03740527577087,0.00559590783091365
"465","2","0","1","0","1","3","0","2","3",0.881835768606341,0.121591842337601,-0.595379928240696,-0.690474836833619,-1.47175786463409,1.21364424033069,0.395940124140395,2.88160443119665,-0.413923215143938,-0.551686740495949,-0.177869419709795,-0.551686740495945,-0.998491374702377,0.49715845853724,0.044759387265212,0.748788129515243,-1.49230405182566
"1214","1","1","0","1","0","2","1","3","2",1.13913498181508,0.938588877660996,-0.853338683270351,1.3787360917842,-1.03878495174431,0.320161749022274,0.395940124140395,-0.306274385338241,0.323086693345488,1.47830389464963,0.656662688092442,1.47830389464963,1.00123599090552,-0.334663600753904,0.832113262969603,-1.29732117118714,0.258382009594985
"419","2","1","0","1","0","3","0","3","3",0.109938128980133,-0.879220509787719,1.04863360561762,0.775656110889106,-1.00784923595561,1.10610233006823,-0.966108858148045,-0.306274385338241,-1.15093312363336,-0.631802401990039,-0.201185856670953,-0.631802401990043,1.00123599090552,0.0848705041064643,-0.30404684584254,-0.912839793275405,-2.00881352388058
"2959","1","0","1","0","1","2","0","4","2",-1.83818448531458,0.763468981390247,-0.49009725737656,1.16612209795188,-0.518226620785728,-0.438387086793301,0.395940124140395,-0.306274385338241,1.79710651032434,-1.57164988242206,-0.23430057064923,-1.57164988242206,-0.998491374702377,0.127752756403128,-0.751060659145677,1.05099144338601,0.0632977013126299
"3550","1","1","0","1","0","3","0","4","3",1.72724746914933,-0.273837831977658,-0.832858945640888,1.74129628807258,-0.926895386050739,-1.05933770045939,1.75798910642883,-0.306274385338241,-0.413923215143938,-1.32241112443746,3.00108927237435,-1.32241112443746,-0.998491374702377,-0.497346942724155,0.407111493503362,-0.729735240081252,0.128304303532611
"2909","1","0","1","0","1","3","1","3","3",-0.91925872385481,0.0762385739865187,1.46443811655357,-1.24697719904579,0.594715643414116,-0.465032753359817,-0.966108858148045,-0.306274385338241,2.53411641881377,-0.595202863110116,-0.747137782267201,-0.595202863110112,-0.998491374702377,-0.433272074591839,1.40273316858762,1.00400345217934,-1.79811557944651
"218","1","0","1","0","1","3","0","1","3",-1.13980090660515,-0.596821783881971,0.494139816704586,-0.883015137155401,0.60600100212116,0.771272883993389,-0.966108858148045,-0.306274385338241,1.79710651032434,0.420916455472639,-0.970872022558059,0.420916455472639,1.00123599090552,-0.985562430251154,0.92354790659979,1.08259695986566,1.84776563876649
"3020","2","1","0","0","0","2","1","4","2",0.881835768606341,-0.898851332454484,-0.368862481089392,-1.48904197400166,-1.05586387682931,-0.566179703646311,1.75798910642883,-0.306274385338241,1.79710651032434,1.79243716991443,1.44397722552067,1.79243716991443,-0.998491374702377,0.0882249933364219,0.854125306806499,-1.26068403161703,-0.0123737349499943
"2062","2","0","1","0","1","2","1","2","2",-0.147361084228602,1.53071446660674,-0.880367709797842,1.87895516731424,1.4969333152787,-0.901915102384412,0.395940124140395,-0.306274385338241,-0.413923215143938,1.80127007599522,-0.550885470634383,1.80127007599522,1.00123599090552,1.42989547125875,1.28251354455534,1.27333630907964,-0.191730680535849
"5316","2","0","1","0","0","1","0","3","2",0.808321707689559,-0.997971732671827,-0.818083295728097,-0.667134131202112,-0.187533758483456,-0.507719111199376,1.75798910642883,-0.306274385338241,1.06009660183492,-0.570496341512699,-0.262099131555555,-0.5704963415127,1.00123599090552,0.234294895132612,-1.52825513000227,1.35659661609874,-0.0578244637010439
"1423","1","1","0","1","0","2","1","1","2",0.514265464022432,0.923287565822921,-0.778204039749993,-0.46914383247437,-0.708037251267597,-0.81680884337096,0.395940124140395,-0.306274385338241,-0.413923215143938,-1.01888167513222,3.02550683641021,-1.01888167513223,1.00123599090552,-1.15540542164788,-1.71620411968654,-1.15496792252211,0.459787476873808
