"","made","closest_def_locleft","closest_def_locright","closest_teammate_locleft","closest_teammate_locright","court_zone","other_shot","quarter","shot_val","accel_changes","closest_defender_angle","closest_defender_dist","closest_teammate_angle","closest_teammate_dist","game_clock","num_close_def","num_close_team","num_poss","shooter_avg_vel","shooter_dist_to_ball","shooter_dist_traveled","shooter_team","shooter_vel_at_shot","shot_clock","x_loc","y_loc"
"1725","1","1","0","1","0","2","1","3","2",-0.845744662938028,0.149245288958914,-0.756349199132869,-0.806273433409291,-0.437551198160338,0.936529308038921,0.395940124140395,-0.306274385338241,-0.413923215143938,-1.17957363780408,1.37407260376479,-1.17957363780408,-0.998491374702377,-0.156757353328511,-0.66301248379809,-0.990567539829107,0.237445292183082
"1547","1","1","0","1","0","3","0","2","3",-1.54412824164745,2.60486621343502,5.23517240499607,1.09089519563014,0.0356040099377067,-1.00236926534018,-0.966108858148045,-0.306274385338241,-1.88794303212279,-0.718139521785855,-0.533791127871275,-0.718139521785855,-0.998491374702377,-0.0882850792839625,1.11149689628406,-0.714641679594623,0.256395189883555
"3902","2","1","0","1","0","3","1","2","3",0.587779524939214,0.293003052808235,1.58370962386375,0.403592000254768,1.12109754977745,0.830053224439123,-0.966108858148045,-0.306274385338241,0.323086693345488,2.12980962493172,-0.539990137593325,2.12980962493172,1.00123599090552,-0.605796026924414,0.950639652860586,-1.3744053228248,1.93070369201726
"4716","2","1","0","1","0","2","1","2","2",0.367237342188869,-0.539738633371128,-1.10240205685973,0.4444303859768,-0.267620613341997,0.121225202436666,3.12003808871727,-0.306274385338241,1.79710651032434,-1.07431941897306,-0.835537081061443,-1.07431941897306,1.00123599090552,-0.581243497946451,1.77524467967357,-1.28380044281105,0.299875224328778
"582","2","0","1","0","1","2","0","2","2",-0.110604053770212,-0.686754897688184,0.165457660184788,0.686220497067669,0.293316407937068,-1.21708004653316,-0.966108858148045,-0.306274385338241,-1.15093312363336,0.224798717857552,-0.183262942501771,0.224798717857551,-0.998491374702377,-1.20254956939226,0.00581500201531735,1.19017939605825,1.57780428262386
"3009","2","0","0","0","0","3","0","4","3",0.734807646772777,-1.04386271824109,1.88090450162831,-1.22427102554569,0.05987368654655,0.451631467861464,-0.966108858148045,-0.306274385338241,-0.413923215143938,-1.04956176014906,-1.08310076235164,-1.04956176014906,1.00123599090552,-0.991779903108892,-0.187213690092856,1.35997393522605,-1.93832513246106
"3544","2","1","0","1","0","2","0","4","2",0.734807646772777,-0.32797450499844,-0.577917343189268,1.06020059631923,-0.235427102534279,1.19232770707747,0.395940124140395,-0.306274385338241,0.323086693345488,-0.930309701755647,-0.631159178129387,-0.930309701755647,1.00123599090552,-1.11399658198651,-0.674865122787188,-1.30136662494514,-1.09573959017537
"1284","2","0","1","0","1","3","1","3","3",-0.625202480187683,-0.847490425988976,1.22538021276476,0.849654424061484,0.425087996451174,-0.59831437752553,-0.966108858148045,-0.306274385338241,-0.413923215143938,0.436860305883363,-0.335770819393273,0.436860305883358,-0.998491374702377,2.49126405952686,1.30113912010964,0.69899279495337,-0.839193722789072
"417","1","1","0","1","0","3","0","3","3",-0.956015754313201,-0.0912734165000087,-0.468263656944573,-1.06017116753199,0.000728335891100229,1.46944263936924,0.395940124140395,-0.306274385338241,1.06009660183492,-0.77772259604868,-0.682862803460705,-0.77772259604868,1.00123599090552,-1.25949324206646,0.1328075626128,-0.641999870699801,-0.0236072017165412
"5043","1","1","0","1","0","3","1","1","3",0.40399437264726,-0.965779979240973,1.35854617255012,-1.48999386686958,-0.454710222145292,-0.608919352819003,-0.966108858148045,-0.306274385338241,3.27112632730319,0.675316589829951,-0.584451704575058,0.675316589829951,-0.998491374702377,-0.795071138471505,1.15044128153396,-1.00982009115349,1.9259144465531
"805","1","1","0","1","0","3","1","4","3",1.17589201227347,-0.148135735915123,-0.434918396523324,-0.878873668104855,-1.38444500016459,-1.25912690837512,0.395940124140395,2.88160443119665,-0.413923215143938,0.214929523315174,-0.439441364984113,0.214929523315173,1.00123599090552,0.791846453773631,-0.630841035113394,-0.612202440395078,-1.01935354383286
"4492","2","1","0","1","0","2","0","1","2",0.330480311730478,-0.00606780143658276,-0.419320424542074,-1.00771640982638,1.97415211279878,-1.25912690837512,0.395940124140395,-0.306274385338241,-1.15093312363336,0.190531772993026,-0.281860936827845,0.190531772993026,1.00123599090552,0.280759299388553,-0.315899484831638,-1.39753874822098,-1.11272303709781
"2258","1","0","1","0","1","2","1","4","2",-0.588445449729292,0.127029226965591,-0.737006692664704,2.01470774322788,1.63023137680085,0.174409952903432,0.395940124140395,-0.306274385338241,0.323086693345488,2.21048822413038,-0.184210451398037,2.21048822413038,1.00123599090552,-0.657555708032997,1.00651637952348,1.10730877970769,0.788814496329965
"3344","1","1","0","1","0","3","1","2","3",0.293723281272087,0.0305497309532762,0.416997269848303,-0.444538269104546,1.17162719987874,-1.81463576495385,-0.966108858148045,-0.306274385338241,0.323086693345488,-0.443469088688803,-1.14684539984252,-0.443469088688803,-0.998491374702377,-0.842152465075268,-1.16759625790542,-1.33929782546745,-1.91023297848911
"372","2","1","0","1","0","2","0","2","2",0.40399437264726,0.456912590109634,-0.703088128152035,-0.1093946737771,0.735593549980306,1.45350853076246,0.395940124140395,-0.306274385338241,-1.15093312363336,-0.00124421953441624,-0.497134401014609,-0.00124421953441227,-0.998491374702377,1.11012124468988,-0.552952264613605,-1.16830672981364,-0.647646819272731
"4934","1","0","1","0","1","3","1","2","3",1.13913498181508,0.127235931977935,-0.654635712520278,0.69182577162478,0.318575605849726,-1.50517299345033,0.395940124140395,-0.306274385338241,0.323086693345488,1.29355099137045,0.193385397022002,1.29355099137044,-0.998491374702377,1.49000003408884,0.811794453274005,0.758301686088172,-0.709137234365649
"4799","1","0","1","0","1","2","1","1","2",1.4331912254822,0.0407710470738726,-1.20475095867413,0.135246306365176,-0.484264849846991,0.654085242433852,0.395940124140395,-0.306274385338241,0.323086693345488,0.0797924448354846,1.09798577417243,0.07979244483548,1.00123599090552,-0.0363223486671521,-0.119484324440865,1.28600240099375,-0.284574825060359
"1076","1","1","0","1","0","3","1","2","3",0.146695159438524,-1.0059286312384,1.76414133303063,0.114874862984453,1.98207432912652,-0.129350645954849,-0.966108858148045,-0.306274385338241,0.323086693345488,0.407068122177267,-0.797098193462826,0.407068122177267,-0.998491374702377,-0.804149543928748,1.28590001283794,-0.864904896279692,-1.70304612894875
"379","1","1","0","1","0","2","0","3","2",3.12401462656818,-0.926224818842442,-0.847310183760109,-0.199428062051144,0.0301882274435166,1.31500435594971,0.395940124140395,-0.306274385338241,-1.15093312363336,0.400113981463222,0.305905008008858,0.400113981463226,-0.998491374702377,0.591943054821162,-0.168588114538558,-1.12097354662098,-0.0508234915525666
"858","2","1","0","1","0","3","0","2","3",-0.514931388812511,-1.07515167640177,1.13537330731167,-1.27372314652856,-1.24700188484632,-1.63173990964128,-0.966108858148045,-0.306274385338241,-0.413923215143938,0.289467356499388,-0.301786062918836,0.289467356499387,1.00123599090552,-0.273668271484091,0.855818540947799,-0.105698803802217,-0.0614195804450067
"1819","2","1","0","1","0","3","0","4","3",0.477508433564042,0.605983568618989,-0.686246070836898,0.429725941650856,-1.0946150300053,0.0145359535043366,0.395940124140395,-0.306274385338241,-1.15093312363336,-0.876927706835022,-0.385596156671065,-0.876927706835018,1.00123599090552,-0.7813633434435,-1.3132143940572,-0.742183746525525,-0.268885654113971
"982","2","0","1","0","1","2","1","3","2",0.84507873814795,-0.960706498756087,0.193647751475956,-0.971357441770113,0.837073843369827,-0.492051459258264,-0.966108858148045,-0.306274385338241,1.06009660183492,-1.25911811879623,-0.552675244613956,-1.25911811879623,1.00123599090552,0.715549729653699,-0.185520455951556,0.798001054849581,0.0547079523594549
"799","1","1","0","1","0","2","0","2","2",-0.441417327895729,-0.459506851868842,1.15333084905998,1.05210164190864,0.598983122271676,1.4108221729229,-0.966108858148045,-0.306274385338241,-0.413923215143938,-0.674945172633666,-0.383036704199324,-0.674945172633666,1.00123599090552,-0.363584073315147,-0.427652938157422,-1.28716336530577,-1.36583504179618
"1584","1","1","0","1","0","2","1","1","2",0.881835768606341,0.443107995011576,0.994278517047861,-0.723623967491897,-1.04285967337443,0.989820641171952,-0.966108858148045,-0.306274385338241,-0.413923215143938,0.724694339254528,2.98476917480272,0.724694339254523,1.00123599090552,-0.429410637671717,-1.14897068235112,-1.14906792072946,0.131123703396502
"5100","2","0","1","0","1","3","0","2","3",-1.32358605889711,1.14334127687878,1.59348730485695,-0.974980501245137,0.407434627005884,1.12736557198831,-0.966108858148045,-0.306274385338241,-1.15093312363336,0.122114325571577,-0.699145904963737,0.122114325571577,-0.998491374702377,-0.772620580934818,0.667869551263526,0.53061141615283,0.197107165713816
"559","1","1","0","1","0","2","1","1","2",1.32292013410703,2.34795630501602,-0.580117366645699,-0.283853950469302,0.224046844667349,-2.11178823850363,0.395940124140395,-0.306274385338241,-0.413923215143938,-0.906913609034794,-0.463276005954083,-0.906913609034799,1.00123599090552,0.0327513441497398,-1.84150344614273,-1.42242921718562,-0.638816886646624
"3940","1","0","1","0","1","2","0","1","2",-0.808987632479637,1.31067580095336,5.09831023738323,0.789339344765081,1.31314765447938,0.743081768766015,-0.966108858148045,-0.306274385338241,-0.413923215143938,0.332679960031947,0.624616890488839,0.332679960031947,1.00123599090552,-0.466336018603814,1.61777390453269,1.34798579382849,0.55625729154237
"2812","2","0","1","0","1","3","0","2","3",0.330480311730478,-0.780901885424726,-0.35284885914397,0.183542688901902,0.581255958014005,-0.163030768494925,0.395940124140395,-0.306274385338241,1.79710651032434,1.30508805458722,-0.151084174882604,1.30508805458721,-0.998491374702377,1.41321912349904,1.24018269102285,0.381080137356522,0.673626480578281
"5503","2","1","0","1","0","1","0","3","2",1.8375185605245,2.60463219979232,-0.725134854550421,2.28295712732541,-1.12854296851586,-0.497007553239636,1.75798910642883,-0.306274385338241,1.79710651032434,-0.220405693840507,1.11746942969137,-0.220405693840511,-0.998491374702377,0.807561976745149,-1.92447191906641,-1.39682971406588,-0.176972539586658
"2250","1","0","1","0","1","2","1","3","2",1.46994825594059,-0.0336501450207511,-0.299564090875874,1.93843580040657,1.27891859936709,1.14969464057105,0.395940124140395,-0.306274385338241,0.323086693345488,0.910139462626807,1.234551322443,0.910139462626807,1.00123599090552,-0.625082492113404,0.674642487828724,1.21518340210264,-0.0204551092738884
"4148","1","0","1","0","1","3","1","1","3",0.183452189896915,-0.337478974932437,0.361249674949852,-0.081751511845763,0.657482982777952,-0.294393904667849,-0.966108858148045,-0.306274385338241,1.79710651032434,0.709945177520254,-0.492640757162276,0.709945177520249,-0.998491374702377,-0.67147384341108,-0.320979187255537,0.794984305929426,1.10901158316001
"1411","1","1","0","1","0","3","0","4","3",-1.39710011981389,-1.02729772886381,-0.121474494671423,-1.05008467248374,-0.816193113065652,1.06613383021845,-0.966108858148045,-0.306274385338241,-1.88794303212279,-0.209863281679245,-0.319779171805496,-0.209863281679245,-0.998491374702377,-0.155716333223872,0.776236536306711,-0.40783569684535,-0.147867879883939
"4152","2","0","1","0","1","2","0","3","2",-0.551688419270901,-0.588863760027703,0.315283447520916,0.547767979593063,1.96202971855265,-1.84671714749993,-0.966108858148045,-0.306274385338241,-0.413923215143938,-0.703262463737038,-0.319865578925649,-0.703262463737038,1.00123599090552,-0.100835430246183,-0.796777980960771,1.32253712815476,-1.60992021417897
"5344","1","1","0","1","0","3","1","3","3",-1.91169854623136,-0.713597741910603,-0.175172473212591,-1.20406344497678,-0.549781050312616,0.728693108820096,0.395940124140395,-0.306274385338241,-0.413923215143938,-0.998996171219592,-0.161118520294701,-0.998996171219592,1.00123599090552,-1.20283730280871,-0.798471215102071,-0.474782328765746,-0.724905334928937
"3645","1","0","1","0","0","2","0","1","2",-1.32358605889711,-0.775033137956376,0.320363211322011,-1.06867105895923,-0.490104718157063,1.00586133244499,-0.966108858148045,-0.306274385338241,0.323086693345488,-0.637321546872152,-0.386832058505399,-0.637321546872148,-0.998491374702377,-0.813360074752828,-0.822176493080267,1.2549753673873,-1.61129596588859
"3208","1","1","0","1","0","2","0","3","2",1.24940607319025,-0.797460899501067,-0.822274183419885,0.74599717147459,0.760942193916703,-0.864771043190689,0.395940124140395,-0.306274385338241,-0.413923215143938,-0.191832094673608,-0.302501357602115,-0.191832094673608,-0.998491374702377,-0.623904042295272,-0.359923572505431,-1.21956790333021,0.543547925810348
"3062","1","1","0","1","0","2","0","2","2",1.94778965189967,-0.260393930496357,-0.650898080017361,0.980925874193414,-0.00108873424297885,-1.75473630651232,0.395940124140395,-0.306274385338241,1.06009660183492,1.23952355587711,-0.473192352444,1.23952355587711,-0.998491374702377,0.313945852749489,0.126034626047601,-1.31758443155863,-1.00333252901326
"4141","2","1","0","1","0","2","0","3","2",-0.404660297437338,-0.181565547873205,-0.711365949319358,-0.559196321888732,1.73090404616511,-0.883156553121585,0.395940124140395,-0.306274385338241,0.323086693345488,-1.79170247758231,-0.14257416095897,-1.79170247758231,-0.998491374702377,-1.26483081799302,-0.0805399391909706,-1.14297520037781,1.56281783987955
"4050","1","0","1","0","1","2","0","2","2",1.58021934731577,2.08824105929402,-0.690030154261908,0.121325683231807,-0.813896829995919,-0.830078385321085,0.395940124140395,-0.306274385338241,1.06009660183492,-0.368952432850915,-0.373030989964964,-0.368952432850915,-0.998491374702377,0.748608009695956,-0.392095021190127,1.42510201069328,0.705681240800834
"3846","1","1","0","1","0","3","0","3","3",1.28616310364864,-0.507346692875933,-0.436948386455182,-1.24161034169072,-1.29772510501553,-1.13138758285525,0.395940124140395,2.88160443119665,0.323086693345488,-0.0484511584728399,0.218952982986173,-0.04845115847284,1.00123599090552,0.914099489869368,0.718666575502518,-0.511258160611605,0.53433268086088
"5361","1","0","1","0","1","3","1","1","3",-0.992772784771591,-0.53598343912772,-0.122315094927174,-0.19955598329158,0.13454136323547,-0.846492115926059,-0.966108858148045,-0.306274385338241,-0.413923215143938,-0.143541506644339,0.0784569656020864,-0.14354150664434,-0.998491374702377,-1.05743633752099,0.796555346002307,0.566642261173156,1.36703844174514
"2453","1","0","1","0","1","2","0","4","2",-0.184118114686993,-1.07086373133203,-0.630070305751127,-0.690090153083821,0.759499849298736,1.30717052997916,0.395940124140395,-0.306274385338241,0.323086693345488,0.627991204915574,0.152606271646892,0.62799120491557,1.00123599090552,0.595376459951805,0.725439512067718,0.905028239098844,-0.787701907875716
"642","2","0","1","0","1","3","0","2","3",0.0731810985217426,-0.561444415647588,1.24433477843725,-1.25227652554558,-0.296765505712691,-0.715502019085067,-0.966108858148045,-0.306274385338241,-0.413923215143938,0.117206727647055,-0.706028953295995,0.117206727647055,-0.998491374702377,-0.925599415402062,-0.207532499788453,0.584427991954258,0.736637776031251
"1296","1","0","1","0","1","2","1","3","2",0.514265464022432,-0.968361349275187,-0.467096384256866,-0.666826907523796,-0.988359546592984,0.632822000513772,1.75798910642883,-0.306274385338241,1.79710651032434,1.1424658383045,-0.903174315970803,1.1424658383045,-0.998491374702377,-0.154077506980843,0.808407984991406,1.1477374687883,-0.399942766390352
"2554","2","0","1","0","1","2","0","3","2",-0.147361084228602,-0.483993197784379,0.379787300938044,-0.727944715412321,1.01327218273964,-0.656881552638732,-0.966108858148045,-0.306274385338241,1.79710651032434,-1.19754659496676,-0.18321481726103,-1.19754659496676,1.00123599090552,-0.651426985622942,-0.686717761776286,1.14659686285168,-1.3592872784157
"1913","1","1","0","1","0","3","0","3","3",0.256966250813697,-1.0223889659256,-0.239043348968406,0.81867801567862,-0.255131847293564,0.707376575566884,0.395940124140395,-0.306274385338241,1.79710651032434,0.549143601836617,-0.79907655385221,0.549143601836616,-0.998491374702377,-1.05713020733679,0.42065736663376,-0.767624232294372,1.38160986747155
"1838","1","1","0","1","0","2","1","3","2",-0.698716541104465,2.16870539141204,2.42840731802355,-0.531782721944305,-1.25167179250242,0.7869405359345,-0.966108858148045,2.88160443119665,0.323086693345488,0.285206097072191,2.40236249921628,0.285206097072191,-0.998491374702377,-0.711426227770971,1.14197511082746,-1.22814567878474,-0.134101875732126
"691","1","0","1","0","1","3","1","1","3",-0.147361084228602,0.157570242637038,1.80449657426084,-1.22167626038694,-0.645982928629713,-1.68012844012608,-0.966108858148045,-0.306274385338241,-1.15093312363336,1.92793052722591,-0.500090925631219,1.92793052722591,1.00123599090552,0.631971324107773,-0.392095021190127,0.710164254647603,-0.842840610572076
"2301","2","0","1","0","1","2","0","3","2",-0.331146236520556,0.328730738987589,-0.593268036327242,1.01677422856059,-0.486864037805256,0.771432757992788,0.395940124140395,-0.306274385338241,0.323086693345488,0.396593023214296,-0.577795558150316,0.396593023214291,1.00123599090552,1.22553573846199,1.21647741304465,1.30956805256385,-0.102211764387838
"2567","1","0","1","0","1","2","1","1","2",0.146695159438524,-0.253652699555424,-0.641303300682759,1.94555269391239,1.08543954892731,0.216083775413463,0.395940124140395,-0.306274385338241,0.323086693345488,0.321928117743879,1.81733169232742,0.321928117743879,-0.998491374702377,-0.658741624280285,0.784702707013209,1.16424320805361,-0.975913398548862
"2862","1","0","1","0","1","3","1","4","3",1.0288638904399,-1.06728295107067,-0.437248897158485,-0.967226604156431,-0.754572113609122,-1.08273259570479,0.395940124140395,-0.306274385338241,0.323086693345488,1.01820382296512,-0.38646200884131,1.01820382296513,-0.998491374702377,0.166835144209758,0.808407984991406,0.472268080990194,-1.24075536276525
"3399","2","0","1","0","1","2","0","2","2",0.808321707689559,-0.183829514475814,-0.468158566707973,-0.104840949070393,-0.341127898081891,-1.65337619089329,0.395940124140395,-0.306274385338241,0.323086693345488,0.466678340635857,-1.00361813397505,0.466678340635856,-0.998491374702377,-0.397050453612007,-0.221078372918851,1.30634778761025,-0.856026948827731
"4749","1","0","1","0","1","2","0","1","2",0.367237342188869,2.2412236134377,-0.031472130434574,2.23127054588472,-0.359416404299675,-1.31465647749974,-0.966108858148045,-0.306274385338241,-1.15093312363336,-0.525566577973936,1.64137300923474,-0.525566577973936,-0.998491374702377,0.943517434328574,0.449442347035856,1.16553203386667,-1.17877694197644
"3681","1","0","1","0","1","2","1","3","2",1.21264904273186,-0.210702886940849,1.17907460499743,-1.04751209728404,-1.93284928435945,1.51580609919498,-0.966108858148045,2.88160443119665,0.323086693345488,0.804658986571682,-1.06909784058633,0.804658986571681,-0.998491374702377,-0.085161438609941,0.452828815318456,0.919886872717289,-0.355731147754077
"3923","1","0","1","0","1","2","1","1","2",-0.404660297437338,-0.64489979975929,1.26671683624528,-1.08741433592366,0.0159744224791114,-0.806043994078088,-0.966108858148045,-0.306274385338241,-0.413923215143938,0.569735490771135,1.69884722137314,0.569735490771135,1.00123599090552,-0.246058626002936,0.286891869471078,0.892082721633995,-0.0879246550233734
"986","2","1","0","1","0","1","1","3","2",1.35967716456542,0.906169893247333,-0.851258050179069,1.81003286703157,0.86450447332333,-1.48289721620073,1.75798910642883,-0.306274385338241,0.323086693345488,-0.84591537183633,-0.835278331858918,-0.845915371836331,1.00123599090552,-1.15121617916294,1.80572289421697,-1.37916766344658,0.270363185958187
"422","1","1","0","1","0","3","0","3","3",-0.147361084228602,0.929280105155127,-0.514990975906931,-0.0137750379479242,-1.6657713927757,0.384431096780711,0.395940124140395,2.88160443119665,0.323086693345488,0.961355806549161,-0.193507202829397,0.961355806549165,1.00123599090552,1.24920468438857,-0.823869727221567,-0.658392727277747,0.256713454467829
"391","2","0","1","0","1","2","0","1","2",1.72724746914933,-0.551471015946347,-0.453814546083208,1.07314160386419,-1.17554525228033,1.4534019480962,0.395940124140395,-0.306274385338241,-1.88794303212279,1.89223241837158,0.925450217023258,1.89223241837157,1.00123599090552,-0.490705436265833,1.80572289421697,1.33208831229014,-0.112538813618371
"293","1","0","1","0","1","3","1","1","3",0.661293585855996,1.74181260388461,-1.19086450862792,-0.0854369769785924,-1.279908513054,-1.33117679077098,1.75798910642883,2.88160443119665,1.06009660183492,0.418968480858854,-0.0532792497110312,0.418968480858854,1.00123599090552,-0.443159445375767,0.906615565186792,0.469695010110791,0.219615685819255
"2801","2","0","1","0","0","3","0","4","3",-0.808987632479637,-0.13150899972411,1.43961161913233,-1.44580343263851,-0.204093079525741,1.25627730683711,-0.966108858148045,-0.306274385338241,-0.413923215143938,1.05345136214259,-0.483837682337051,1.05345136214259,1.00123599090552,-0.842395806977192,1.32653763222913,1.3791803518869,-1.96276276029998
"4406","1","1","0","1","0","3","1","3","3",1.28616310364864,-0.71280179403662,-0.352997097771809,-0.876608935431981,-0.0478467724497897,1.5760253056353,0.395940124140395,-0.306274385338241,2.53411641881377,0.131039210347336,-0.43315252261042,0.131039210347339,-0.998491374702377,-1.06542441695853,1.34008350535953,-0.936684216003849,1.83661449643907
"2430","1","0","1","0","1","2","0","1","2",0.220209220355306,-0.164709113361518,-1.14479258816609,-1.09920473503999,0.343650740174456,-0.107874238702238,0.395940124140395,-0.306274385338241,-1.15093312363336,1.05855659265568,-0.0032367883639845,1.05855659265568,1.00123599090552,-0.585904238091737,0.073544367667308,0.996368983355695,0.408199758232391
"3024","1","0","1","0","1","2","1","1","2",1.06562092089829,2.00730333509527,-0.939697846900216,-0.5727332465892,-0.512509516520809,0.190397352843342,1.75798910642883,-0.306274385338241,-1.15093312363336,-0.0501750427250903,0.649606852973386,-0.0501750427250907,-0.998491374702377,1.21201338855479,-0.0178902759628791,1.41489021743969,0.505931598065796
"5519","1","0","1","0","1","3","1","4","3",0.293723281272087,1.43137682175285,-0.417803993525705,1.16912665668684,-0.747707350915985,-0.768793352218099,0.395940124140395,-0.306274385338241,0.323086693345488,0.663947088875403,-0.194091203496512,0.663947088875403,1.00123599090552,1.94465607712199,0.573048439350738,0.708186353647351,-0.707723290905913
"4814","1","1","0","1","0","2","1","3","2",-0.367903266978947,-0.125806124092013,-0.881338775760367,2.26022026310673,0.650954891100669,0.360982910202177,1.75798910642883,-0.306274385338241,-0.413923215143938,-1.64676004368571,-0.631782373469753,-1.64676004368571,1.00123599090552,-0.725276195661292,1.50940691948951,-1.32048895218382,-0.580295243595817
"3871","1","0","1","0","1","2","1","4","2",0.0731810985217426,2.60624556652207,0.320504968569383,0.768045764824195,-0.24535318898292,0.0445922653913666,-0.966108858148045,-0.306274385338241,1.79710651032434,0.146509416007769,-0.536891421511226,0.146509416007769,1.00123599090552,1.46802407492573,1.60422803140229,0.876960695078379,0.83548226885128
"1207","1","1","0","1","0","2","0","1","2",-0.0370899928534299,-1.01681639128322,-0.64456784238491,1.36630504029206,-0.712039200112442,1.5760253056353,3.12003808871727,-0.306274385338241,1.79710651032434,-0.586407754613302,-0.434120292326274,-0.586407754613302,-0.998491374702377,0.373633680765027,-1.05245633629704,-1.03465951751167,0.0488332124865299
"2897","2","1","0","1","0","2","0","1","2",1.10237795135669,-0.969333565117548,-0.499611071415025,0.548871999234547,0.640135350027117,0.814065824499213,0.395940124140395,-0.306274385338241,-0.413923215143938,-0.808772830072708,-0.792386016499711,-0.808772830072708,1.00123599090552,-1.01573095376044,-0.469983791689916,-0.946025340181885,-0.672347545834652
"3581","1","0","1","0","1","3","1","2","3",0.881835768606341,-0.675938587163801,0.164564739806104,-1.34836608517647,-0.340928973065113,-1.01393348463004,-0.966108858148045,-0.306274385338241,0.323086693345488,0.430545369636569,-0.695067359718945,0.430545369636569,1.00123599090552,-1.07280546685402,-0.974567565797246,0.64584239060546,1.06263746276179
"5570","1","1","0","1","0","3","0","2","3",-0.367903266978947,-0.959316332467362,-0.049037626404767,-0.440898885280722,0.964110462373901,1.27849979275359,-0.966108858148045,-0.306274385338241,1.06009660183492,-1.33247549120658,-1.37782038116006,-1.33247549120657,-0.998491374702377,-0.956117286035114,-0.718889210460982,-0.519109560512693,0.590081602853489
"806","2","1","0","1","0","2","1","4","2",0.84507873814795,1.21106145694972,-1.22756208665273,-0.342743011188684,-1.1991824511071,-1.28044344162834,1.75798910642883,-0.306274385338241,1.06009660183492,-0.816342480155521,-0.386485009629341,-0.816342480155517,1.00123599090552,-0.763877142690494,1.72275442129328,-1.2916960141985,-0.144965306875357
"3620","1","1","0","1","0","3","1","3","3",0.183452189896915,0.200106333230417,0.496790655980222,0.187080974225185,-0.118779264374379,-0.139955621248323,-0.966108858148045,-0.306274385338241,-0.413923215143938,-1.7792513668709,0.359484932500318,-1.7792513668709,1.00123599090552,-0.00165585518142781,-0.622374864406895,-0.697700114997252,0.380739889901201
"4113","2","1","0","1","0","3","1","4","3",0.84507873814795,2.54052121257082,-0.332370428724651,-0.358588962020682,-0.851556730577366,1.38982538766849,0.395940124140395,-0.306274385338241,1.06009660183492,1.23836070134656,2.0808775049981,1.23836070134656,-0.998491374702377,0.207504116648881,-1.11171953124253,-0.777220242308504,0.922754661387093
"5392","2","1","0","1","0","2","1","2","2",0.477508433564042,2.14220616856649,-0.729307805942697,0.682817837820629,-1.44160142725349,1.33632088920293,0.395940124140395,2.88160443119665,0.323086693345488,0.167340064729684,3.13920632923125,0.167340064729684,-0.998491374702377,-0.798628919422126,-2.0311456699683,-1.10986687177341,1.28827771725116
"1422","2","0","1","0","1","3","1","1","3",1.21264904273186,-0.818692830936934,0.462842540444923,-0.962671583158183,-0.227525369936379,-0.678091503225678,-0.966108858148045,-0.306274385338241,1.06009660183492,-0.554136198603791,-1.19228863096748,-0.554136198603791,-0.998491374702377,-1.01572309021918,1.30283235425094,0.59715526955688,0.690149080382688
"4778","2","0","1","0","1","3","1","3","3",-0.772230602021246,-0.887621712500562,1.08292861337215,-0.827312042928364,-0.510486645903686,-0.14166094390858,-0.966108858148045,-0.306274385338241,1.06009660183492,-0.670802591621347,-0.892644173423234,-0.670802591621347,1.00123599090552,-0.552244375731312,1.12842923769706,0.332351135194951,-0.384838353573471
"3850","1","1","0","1","0","3","0","4","3",1.61697637777416,-1.02410370011144,-0.312804720254392,-0.304336275926512,1.1772244014971,0.787260283933298,0.395940124140395,-0.306274385338241,-1.15093312363336,0.618146276685189,-0.405566581847236,0.618146276685188,1.00123599090552,-0.92563492300655,-1.51132278858927,-0.558131305953749,-0.203025254102577
"3619","2","1","0","1","0","2","1","3","2",0.771564677231168,0.401249328955393,-0.744785003981384,0.247830618751334,-1.19808255304212,0.451631467861464,0.395940124140395,-0.306274385338241,1.79710651032434,-1.04240033889689,0.267393793322293,-1.04240033889689,1.00123599090552,-1.02359576716594,1.32315116394653,-1.28755207438572,0.160594155194748
"4023","2","1","0","1","0","3","0","1","3",1.28616310364864,-0.542420979507725,2.07113982919762,1.09803991924752,-0.152467438353622,-1.97051291436797,-0.966108858148045,-0.306274385338241,0.323086693345488,1.90035398790265,0.979897034568565,1.90035398790265,-0.998491374702377,2.25550633799681,1.5889889241306,-0.678011083948413,-0.261448447308648
"2230","2","1","0","1","0","3","0","1","3",-1.06628684568837,0.115646160279507,1.3114659515195,-0.364906979881901,-0.454351967225557,-0.0279905303358228,-0.966108858148045,-0.306274385338241,2.53411641881377,-1.22622001812686,-1.22796716852271,-1.22622001812686,1.00123599090552,-1.07423412696455,-1.08632101912303,-1.2653577020699,-1.89704494282234
"263","2","1","0","1","0","2","1","1","2",0.220209220355306,-0.668405461546002,-0.592384266000743,2.28184386217889,-0.0047126192124632,-1.6587053242066,0.395940124140395,-0.306274385338241,1.79710651032434,1.41682079705665,-0.790973861777651,1.41682079705665,1.00123599090552,1.60972317026909,1.33669703707693,-1.13617050110531,0.354338357400919
"4123","2","0","1","0","1","3","0","4","3",-0.441417327895729,-0.999288279520323,-0.764553215359969,-0.548848769796498,-1.45803405167851,-0.438280504127035,0.395940124140395,2.88160443119665,-0.413923215143938,0.945756055403305,0.0970172297891575,0.945756055403301,-0.998491374702377,0.889439747634603,-0.507234942798511,1.05162195045425,1.79729906016728
